Transcript stable ID	Gene stable ID	Gene type	Gene name
ENSRNOT00000079925.1	ENSRNOG00000059889	protein_coding	Onecut3
ENSRNOT00000073657.1	ENSRNOG00000050953	protein_coding	LOC100910500
ENSRNOT00000004702.7	ENSRNOG00000003542	protein_coding	Hcfc1r1
ENSRNOT00000037857.5	ENSRNOG00000027447	protein_coding	Stam2
ENSRNOT00000039593.6	ENSRNOG00000023021	protein_coding	Msl2
ENSRNOT00000087960.1	ENSRNOG00000056970	protein_coding	LOC257642
ENSRNOT00000005347.5	ENSRNOG00000003990	protein_coding	Grb2
ENSRNOT00000003724.6	ENSRNOG00000002784	protein_coding	Pou3f4
ENSRNOT00000088891.1	ENSRNOG00000059664	pseudogene	LOC100910128
ENSRNOT00000029488.4	ENSRNOG00000026056	protein_coding	Ccnb1ip1
ENSRNOT00000082139.1	ENSRNOG00000026056	protein_coding	Ccnb1ip1
ENSRNOT00000064081.3	ENSRNOG00000000581	protein_coding	Cdc40
ENSRNOT00000087740.1	ENSRNOG00000000581	protein_coding	Cdc40
ENSRNOT00000077926.1	ENSRNOG00000000581	protein_coding	Cdc40
ENSRNOT00000078844.1	ENSRNOG00000054914	miRNA	AABR07005040.2
ENSRNOT00000020880.5	ENSRNOG00000015460	protein_coding	Tm4sf20
ENSRNOT00000063604.1	ENSRNOG00000041851	rRNA	5S_rRNA
ENSRNOT00000067185.1	ENSRNOG00000042322	protein_coding	Pcdhga4
ENSRNOT00000074419.1	ENSRNOG00000047938	protein_coding	LOC688340
ENSRNOT00000020316.5	ENSRNOG00000014961	protein_coding	Pdpn
ENSRNOT00000011394.5	ENSRNOG00000008427	protein_coding	Necap2
ENSRNOT00000091639.1	ENSRNOG00000052856	scaRNA	SCARNA3
ENSRNOT00000039263.5	ENSRNOG00000021802	protein_coding	Isg15
ENSRNOT00000035657.3	ENSRNOG00000023344	protein_coding	Rpl23a
ENSRNOT00000013550.5	ENSRNOG00000009897	protein_coding	Clcnkb
ENSRNOT00000050729.4	ENSRNOG00000009897	protein_coding	Clcnkb
ENSRNOT00000080462.1	ENSRNOG00000009897	protein_coding	Clcnkb
ENSRNOT00000082282.1	ENSRNOG00000059596	misc_RNA	7SK
ENSRNOT00000044871.4	ENSRNOG00000010649	protein_coding	Ctnnd2
ENSRNOT00000083772.1	ENSRNOG00000052324	misc_RNA	Y_RNA
ENSRNOT00000046693.3	ENSRNOG00000032213	processed_pseudogene	AABR07033524.1
ENSRNOT00000084306.1	ENSRNOG00000060619	miRNA	AABR07012582.2
ENSRNOT00000007766.7	ENSRNOG00000005703	protein_coding	Arfgef1
ENSRNOT00000083560.1	ENSRNOG00000054176	protein_coding	LOC103692171
ENSRNOT00000022811.6	ENSRNOG00000017001	protein_coding	Zfp652
ENSRNOT00000063203.2	ENSRNOG00000041450	miRNA	AABR07056621.1
ENSRNOT00000022646.7	ENSRNOG00000016867	protein_coding	Zfp346
ENSRNOT00000082042.1	ENSRNOG00000016867	protein_coding	Zfp346
ENSRNOT00000071790.1	ENSRNOG00000049586	miRNA	Mir6331
ENSRNOT00000019403.6	ENSRNOG00000014084	protein_coding	Sp1
ENSRNOT00000010333.3	ENSRNOG00000007657	protein_coding	Col27a1
ENSRNOT00000070769.2	ENSRNOG00000047373	rRNA	5S_rRNA
ENSRNOT00000055880.2	ENSRNOG00000020013	protein_coding	Psrc1
ENSRNOT00000080937.1	ENSRNOG00000055045	misc_RNA	7SK
ENSRNOT00000006522.4	ENSRNOG00000004920	protein_coding	Olr750
ENSRNOT00000048407.4	ENSRNOG00000012818	protein_coding	Ksr1
ENSRNOT00000078404.1	ENSRNOG00000060534	protein_coding	RGD1560585
ENSRNOT00000084895.1	ENSRNOG00000053401	miRNA	AABR07044407.1
ENSRNOT00000083908.1	ENSRNOG00000054924	miRNA	AABR07072559.1
ENSRNOT00000071102.1	ENSRNOG00000048453	protein_coding	AABR07030053.1
ENSRNOT00000072460.1	ENSRNOG00000049961	pseudogene	AABR07037923.1
ENSRNOT00000081358.1	ENSRNOG00000061884	protein_coding	LOC108353376
ENSRNOT00000077831.1	ENSRNOG00000053257	ribozyme	RNaseP_nuc
ENSRNOT00000062211.1	ENSRNOG00000040458	miRNA	Mir652
ENSRNOT00000020102.7	ENSRNOG00000014979	protein_coding	Themis
ENSRNOT00000049011.3	ENSRNOG00000028909	protein_coding	LOC100362601
ENSRNOT00000089019.1	ENSRNOG00000057435	snRNA	U6
ENSRNOT00000061847.3	ENSRNOG00000040188	protein_coding	Lcn3
ENSRNOT00000006641.5	ENSRNOG00000005009	protein_coding	Zfp3
ENSRNOT00000073482.1	ENSRNOG00000048107	miRNA	AABR07035478.1
ENSRNOT00000083548.1	ENSRNOG00000051708	protein_coding	Olr1084
ENSRNOT00000037439.3	ENSRNOG00000027239	protein_coding	LOC688526
ENSRNOT00000067739.2	ENSRNOG00000000248	protein_coding	Srsf2
ENSRNOT00000072605.2	ENSRNOG00000049225	protein_coding	Olr1256
ENSRNOT00000078146.1	ENSRNOG00000061606	snRNA	U6
ENSRNOT00000072467.1	ENSRNOG00000046707	miRNA	AABR07063425.1
ENSRNOT00000041038.5	ENSRNOG00000033796	protein_coding	Kcnj5
ENSRNOT00000039481.6	ENSRNOG00000027818	protein_coding	Znhit3
ENSRNOT00000007905.3	ENSRNOG00000005947	protein_coding	Pde6h
ENSRNOT00000072847.1	ENSRNOG00000048590	miRNA	Mir3551
ENSRNOT00000084213.1	ENSRNOG00000057112	scaRNA	SCARNA8
ENSRNOT00000005920.5	ENSRNOG00000004443	protein_coding	Sptlc3
ENSRNOT00000078253.1	ENSRNOG00000054397	snRNA	U6
ENSRNOT00000083468.1	ENSRNOG00000058039	protein_coding	Acta2
ENSRNOT00000050440.5	ENSRNOG00000031406	protein_coding	Hps3
ENSRNOT00000072362.2	ENSRNOG00000054992	protein_coding	AABR07017833.1
ENSRNOT00000083801.1	ENSRNOG00000053150	lincRNA	AABR07031526.1
ENSRNOT00000015852.5	ENSRNOG00000011849	protein_coding	Ndufs1
ENSRNOT00000011797.7	ENSRNOG00000008271	protein_coding	Fam91a1
ENSRNOT00000090163.1	ENSRNOG00000053368	lincRNA	AABR07016947.1
ENSRNOT00000021624.7	ENSRNOG00000016036	protein_coding	Rprd1a
ENSRNOT00000091867.1	ENSRNOG00000054076	lincRNA	AABR07022039.1
ENSRNOT00000021431.7	ENSRNOG00000015970	protein_coding	Tbc1d13
ENSRNOT00000080300.1	ENSRNOG00000051921	lincRNA	AABR07066735.1
ENSRNOT00000066020.2	ENSRNOG00000043445	protein_coding	Them5
ENSRNOT00000078522.1	ENSRNOG00000055891	lincRNA	AABR07022104.1
ENSRNOT00000027187.6	ENSRNOG00000020047	protein_coding	Tut1
ENSRNOT00000016104.4	ENSRNOG00000011381	protein_coding	Acsbg1
ENSRNOT00000088208.1	ENSRNOG00000011381	protein_coding	Acsbg1
ENSRNOT00000083731.1	ENSRNOG00000054478	lincRNA	AABR07069211.1
ENSRNOT00000071421.2	ENSRNOG00000051489	protein_coding	Klra1
ENSRNOT00000078569.1	ENSRNOG00000057856	lincRNA	AABR07058789.1
ENSRNOT00000087466.1	ENSRNOG00000060681	lincRNA	LOC102553472
ENSRNOT00000043825.4	ENSRNOG00000033378	protein_coding	Rnf123
ENSRNOT00000050344.5	ENSRNOG00000033378	protein_coding	Rnf123
ENSRNOT00000078305.1	ENSRNOG00000060382	lincRNA	AC098763.1
ENSRNOT00000000580.4	ENSRNOG00000000488	protein_coding	Hmga1
ENSRNOT00000026344.3	ENSRNOG00000019479	protein_coding	Klf17
ENSRNOT00000077319.1	ENSRNOG00000059497	lincRNA	AABR07071383.1
ENSRNOT00000091206.1	ENSRNOG00000018289	protein_coding	Park7
ENSRNOT00000024711.5	ENSRNOG00000018289	protein_coding	Park7
ENSRNOT00000087402.1	ENSRNOG00000018289	protein_coding	Park7
ENSRNOT00000072916.1	ENSRNOG00000049880	protein_coding	Tmem200c
ENSRNOT00000000649.6	ENSRNOG00000000540	protein_coding	Btbd9
ENSRNOT00000090180.1	ENSRNOG00000051591	protein_coding	LOC100911422
ENSRNOT00000090337.1	ENSRNOG00000055843	protein_coding	Zik1
ENSRNOT00000071169.2	ENSRNOG00000046140	protein_coding	AABR07049184.1
ENSRNOT00000082307.1	ENSRNOG00000054413	protein_coding	LOC102554666
ENSRNOT00000021048.7	ENSRNOG00000015278	protein_coding	Myl12a
ENSRNOT00000007802.7	ENSRNOG00000005669	protein_coding	Car8
ENSRNOT00000081296.1	ENSRNOG00000005669	protein_coding	Car8
ENSRNOT00000064298.1	ENSRNOG00000043367	protein_coding	Vom1r106
ENSRNOT00000065950.4	ENSRNOG00000015540	protein_coding	Ppp6r3
ENSRNOT00000020886.7	ENSRNOG00000015540	protein_coding	Ppp6r3
ENSRNOT00000052138.6	ENSRNOG00000011375	protein_coding	Tsc2
ENSRNOT00000016221.3	ENSRNOG00000011375	protein_coding	Tsc2
ENSRNOT00000022390.2	ENSRNOG00000016584	protein_coding	Mamdc4
ENSRNOT00000075544.2	ENSRNOG00000047895	protein_coding	Mettl1
ENSRNOT00000074788.1	ENSRNOG00000050672	protein_coding	Ervfrd-1
ENSRNOT00000009643.3	ENSRNOG00000007352	protein_coding	Casp14
ENSRNOT00000071814.2	ENSRNOG00000049311	protein_coding	AABR07066826.2
ENSRNOT00000007794.6	ENSRNOG00000005924	protein_coding	Dstn
ENSRNOT00000083967.1	ENSRNOG00000005713	protein_coding	Ccdc82
ENSRNOT00000037457.4	ENSRNOG00000005713	protein_coding	Ccdc82
ENSRNOT00000077776.1	ENSRNOG00000049944	protein_coding	LOC100911440
ENSRNOT00000025240.6	ENSRNOG00000049944	protein_coding	LOC100911440
ENSRNOT00000002519.3	ENSRNOG00000001837	protein_coding	Sst
ENSRNOT00000003685.7	ENSRNOG00000002748	protein_coding	Ccdc43
ENSRNOT00000086130.1	ENSRNOG00000019354	protein_coding	Ptch1
ENSRNOT00000026287.5	ENSRNOG00000019354	protein_coding	Ptch1
ENSRNOT00000052327.4	ENSRNOG00000001094	protein_coding	Zfp316
ENSRNOT00000086623.1	ENSRNOG00000055568	processed_pseudogene	LOC100910754
ENSRNOT00000074529.1	ENSRNOG00000058102	protein_coding	Olr1214
ENSRNOT00000028507.4	ENSRNOG00000021001	protein_coding	Gif
ENSRNOT00000073653.1	ENSRNOG00000047770	miRNA	AABR07042891.1
ENSRNOT00000087704.1	ENSRNOG00000059294	pseudogene	AABR07025689.1
ENSRNOT00000088522.1	ENSRNOG00000057018	scaRNA	SCARNA16
ENSRNOT00000008444.4	ENSRNOG00000006263	protein_coding	Sh2d1a
ENSRNOT00000006371.7	ENSRNOG00000004754	protein_coding	Tc2n
ENSRNOT00000077310.1	ENSRNOG00000055463	snoRNA	SNORA17
ENSRNOT00000017301.4	ENSRNOG00000012748	protein_coding	Vamp8
ENSRNOT00000077513.1	ENSRNOG00000051457	protein_coding	LOC100911649
ENSRNOT00000028020.5	ENSRNOG00000020643	protein_coding	Bub3
ENSRNOT00000087065.1	ENSRNOG00000020643	protein_coding	Bub3
ENSRNOT00000070351.1	ENSRNOG00000045084	rRNA	5S_rRNA
ENSRNOT00000081426.1	ENSRNOG00000053662	protein_coding	Fgf6
ENSRNOT00000022943.4	ENSRNOG00000016977	protein_coding	Calb2
ENSRNOT00000039803.4	ENSRNOG00000027014	protein_coding	Spata31d1d
ENSRNOT00000091617.1	ENSRNOG00000051595	snRNA	U6
ENSRNOT00000032289.3	ENSRNOG00000026310	protein_coding	Mar-01
ENSRNOT00000022688.5	ENSRNOG00000016834	protein_coding	Wdr37
ENSRNOT00000075556.1	ENSRNOG00000045701	miRNA	AABR07028477.2
ENSRNOT00000090650.1	ENSRNOG00000059958	misc_RNA	7SK
ENSRNOT00000067228.3	ENSRNOG00000015079	protein_coding	Ddost
ENSRNOT00000083750.1	ENSRNOG00000055257	protein_coding	Sep-15
ENSRNOT00000046583.1	ENSRNOG00000049936	protein_coding	Olr1615
ENSRNOT00000049493.5	ENSRNOG00000033400	protein_coding	Olr932
ENSRNOT00000080390.1	ENSRNOG00000061351	snRNA	U6
ENSRNOT00000083230.1	ENSRNOG00000051864	snoRNA	SNORA17
ENSRNOT00000034647.2	ENSRNOG00000025640	protein_coding	Olr1637
ENSRNOT00000088912.1	ENSRNOG00000052992	snRNA	U4
ENSRNOT00000041234.5	ENSRNOG00000043059	protein_coding	Aplf
ENSRNOT00000079641.1	ENSRNOG00000014461	protein_coding	Galns
ENSRNOT00000019528.4	ENSRNOG00000014461	protein_coding	Galns
ENSRNOT00000081025.1	ENSRNOG00000058919	snoRNA	SNORA17
ENSRNOT00000001368.6	ENSRNOG00000001035	protein_coding	Gtf2h3
ENSRNOT00000014268.8	ENSRNOG00000010392	protein_coding	Nrg1
ENSRNOT00000014147.6	ENSRNOG00000010392	protein_coding	Nrg1
ENSRNOT00000038549.7	ENSRNOG00000010392	protein_coding	Nrg1
ENSRNOT00000058727.4	ENSRNOG00000010392	protein_coding	Nrg1
ENSRNOT00000081522.1	ENSRNOG00000010392	protein_coding	Nrg1
ENSRNOT00000082355.1	ENSRNOG00000010392	protein_coding	Nrg1
ENSRNOT00000013991.8	ENSRNOG00000010392	protein_coding	Nrg1
ENSRNOT00000007338.3	ENSRNOG00000005555	protein_coding	LOC100911101
ENSRNOT00000084206.1	ENSRNOG00000053127	snRNA	U11
ENSRNOT00000035372.4	ENSRNOG00000024505	protein_coding	LOC100910581
ENSRNOT00000090307.1	ENSRNOG00000061038	protein_coding	Myh15
ENSRNOT00000062468.1	ENSRNOG00000040715	rRNA	5S_rRNA
ENSRNOT00000073205.1	ENSRNOG00000050426	protein_coding	Dnah3
ENSRNOT00000067983.1	ENSRNOG00000024882	protein_coding	Pax1
ENSRNOT00000074342.1	ENSRNOG00000048893	miRNA	AABR07050600.1
ENSRNOT00000079778.1	ENSRNOG00000059129	protein_coding	AABR07031674.4
ENSRNOT00000024248.3	ENSRNOG00000017932	protein_coding	St3gal2
ENSRNOT00000084847.1	ENSRNOG00000056947	protein_coding	AABR07025272.1
ENSRNOT00000083943.1	ENSRNOG00000056947	protein_coding	AABR07025272.1
ENSRNOT00000077444.1	ENSRNOG00000053310	snoRNA	SNORA3
ENSRNOT00000077689.1	ENSRNOG00000015300	protein_coding	Spsb3
ENSRNOT00000020733.5	ENSRNOG00000015300	protein_coding	Spsb3
ENSRNOT00000011874.4	ENSRNOG00000008961	protein_coding	Mapre3
ENSRNOT00000079591.1	ENSRNOG00000057893	snRNA	U6
ENSRNOT00000080140.1	ENSRNOG00000057905	snoRNA	SNORD60
ENSRNOT00000008679.7	ENSRNOG00000006612	protein_coding	LOC108348082
ENSRNOT00000081976.1	ENSRNOG00000052615	snoRNA	SNORA31
ENSRNOT00000016040.7	ENSRNOG00000011964	protein_coding	Abcd4
ENSRNOT00000077161.1	ENSRNOG00000029043	protein_coding	Zfp84
ENSRNOT00000035994.6	ENSRNOG00000029043	protein_coding	Zfp84
ENSRNOT00000073521.2	ENSRNOG00000029043	protein_coding	Zfp84
ENSRNOT00000028158.6	ENSRNOG00000029043	protein_coding	Zfp84
ENSRNOT00000074299.3	ENSRNOG00000029043	protein_coding	Zfp84
ENSRNOT00000016324.6	ENSRNOG00000012210	protein_coding	Sptlc2
ENSRNOT00000085458.1	ENSRNOG00000012210	protein_coding	Sptlc2
ENSRNOT00000074857.1	ENSRNOG00000047351	miRNA	AABR07015081.1
ENSRNOT00000019108.5	ENSRNOG00000014178	protein_coding	Acad9
ENSRNOT00000089353.1	ENSRNOG00000014178	protein_coding	Acad9
ENSRNOT00000090828.1	ENSRNOG00000060514	protein_coding	Wdr54
ENSRNOT00000073011.2	ENSRNOG00000049142	protein_coding	Hdgfrp2
ENSRNOT00000081441.1	ENSRNOG00000049142	protein_coding	Hdgfrp2
ENSRNOT00000079789.1	ENSRNOG00000051683	lincRNA	AABR07030363.1
ENSRNOT00000036948.4	ENSRNOG00000022255	protein_coding	Tmprss11e
ENSRNOT00000081118.1	ENSRNOG00000056203	lincRNA	AABR07003310.2
ENSRNOT00000091235.1	ENSRNOG00000057327	lincRNA	AABR07065118.1
ENSRNOT00000081813.1	ENSRNOG00000003495	protein_coding	Prpf8
ENSRNOT00000005016.5	ENSRNOG00000003495	protein_coding	Prpf8
ENSRNOT00000077731.1	ENSRNOG00000016875	protein_coding	Cbx7
ENSRNOT00000022631.6	ENSRNOG00000016875	protein_coding	Cbx7
ENSRNOT00000006841.5	ENSRNOG00000005122	protein_coding	Uvssa
ENSRNOT00000086723.1	ENSRNOG00000054888	lincRNA	AABR07007566.1
ENSRNOT00000014167.7	ENSRNOG00000009615	protein_coding	Mtor
ENSRNOT00000080751.1	ENSRNOG00000009615	protein_coding	Mtor
ENSRNOT00000080876.1	ENSRNOG00000054485	lincRNA	AABR07035412.2
ENSRNOT00000031583.4	ENSRNOG00000021866	protein_coding	Bola3
ENSRNOT00000078709.1	ENSRNOG00000061570	lincRNA	AABR07072963.1
ENSRNOT00000080924.1	ENSRNOG00000061570	lincRNA	AABR07072963.1
ENSRNOT00000028599.2	ENSRNOG00000021065	protein_coding	Olr321
ENSRNOT00000079112.1	ENSRNOG00000052110	lincRNA	AABR07010153.1
ENSRNOT00000091938.1	ENSRNOG00000059606	lincRNA	AABR07010231.1
ENSRNOT00000025363.3	ENSRNOG00000018764	protein_coding	B3gnt3
ENSRNOT00000084241.1	ENSRNOG00000052694	lincRNA	AABR07037878.2
ENSRNOT00000026511.5	ENSRNOG00000019600	protein_coding	Olr231
ENSRNOT00000019615.5	ENSRNOG00000014605	protein_coding	Lig4
ENSRNOT00000089920.1	ENSRNOG00000052842	protein_coding	LOC100909935
ENSRNOT00000082296.1	ENSRNOG00000058219	lincRNA	AABR07057848.1
ENSRNOT00000077525.1	ENSRNOG00000048193	protein_coding	Hnrnph3
ENSRNOT00000073617.2	ENSRNOG00000048193	protein_coding	Hnrnph3
ENSRNOT00000032600.5	ENSRNOG00000048193	protein_coding	Hnrnph3
ENSRNOT00000008783.2	ENSRNOG00000006730	protein_coding	Ccr1l1
ENSRNOT00000082747.1	ENSRNOG00000059271	lincRNA	AABR07058985.2
ENSRNOT00000086366.1	ENSRNOG00000059271	lincRNA	AABR07058985.2
ENSRNOT00000082934.1	ENSRNOG00000053250	protein_coding	AABR07012331.1
ENSRNOT00000041410.3	ENSRNOG00000033843	protein_coding	AABR07007121.1
ENSRNOT00000035612.6	ENSRNOG00000025645	protein_coding	Abca13
ENSRNOT00000013868.6	ENSRNOG00000048927	protein_coding	LOC100361180
ENSRNOT00000037955.6	ENSRNOG00000026023	protein_coding	Taf4b
ENSRNOT00000026419.6	ENSRNOG00000019495	protein_coding	Gbx2
ENSRNOT00000049057.5	ENSRNOG00000061525	protein_coding	RGD1562011
ENSRNOT00000074706.2	ENSRNOG00000050561	protein_coding	AABR07065821.1
ENSRNOT00000072861.1	ENSRNOG00000050561	protein_coding	AABR07065821.1
ENSRNOT00000024673.7	ENSRNOG00000018316	protein_coding	Grap2
ENSRNOT00000061176.3	ENSRNOG00000026037	protein_coding	Plb1
ENSRNOT00000027953.5	ENSRNOG00000020599	protein_coding	Tssk6
ENSRNOT00000015553.5	ENSRNOG00000010721	protein_coding	Dlgap5
ENSRNOT00000061874.3	ENSRNOG00000017044	protein_coding	Ccdc183
ENSRNOT00000085861.1	ENSRNOG00000051824	pseudogene	AABR07062766.1
ENSRNOT00000011926.7	ENSRNOG00000008834	protein_coding	Dach1
ENSRNOT00000064272.3	ENSRNOG00000026109	protein_coding	Prmt1
ENSRNOT00000001916.2	ENSRNOG00000001414	protein_coding	Serpine1
ENSRNOT00000015810.5	ENSRNOG00000011361	protein_coding	Slc37a4
ENSRNOT00000089763.1	ENSRNOG00000011361	protein_coding	Slc37a4
ENSRNOT00000021286.5	ENSRNOG00000015753	protein_coding	Epn1
ENSRNOT00000009637.5	ENSRNOG00000006871	protein_coding	Slc25a14
ENSRNOT00000018568.5	ENSRNOG00000013690	protein_coding	RGD1307315
ENSRNOT00000072933.1	ENSRNOG00000050868	protein_coding	Ddx43
ENSRNOT00000024186.3	ENSRNOG00000016983	protein_coding	Myh7
ENSRNOT00000081672.1	ENSRNOG00000051678	protein_coding	AABR07012475.1
ENSRNOT00000072205.1	ENSRNOG00000048409	protein_coding	AABR07032582.1
ENSRNOT00000015827.8	ENSRNOG00000011908	protein_coding	Asxl2
ENSRNOT00000042587.5	ENSRNOG00000038671	protein_coding	Adam24
ENSRNOT00000008880.5	ENSRNOG00000006296	protein_coding	Six6
ENSRNOT00000080274.1	ENSRNOG00000012325	protein_coding	Adk
ENSRNOT00000016709.4	ENSRNOG00000012325	protein_coding	Adk
ENSRNOT00000042081.1	ENSRNOG00000030554	protein_coding	Olr34
ENSRNOT00000074502.1	ENSRNOG00000045999	protein_coding	Tnfaip8l1
ENSRNOT00000004283.4	ENSRNOG00000003117	protein_coding	Psmd12
ENSRNOT00000059715.2	ENSRNOG00000010386	protein_coding	H2afx
ENSRNOT00000041259.5	ENSRNOG00000032530	protein_coding	AABR07072821.1
ENSRNOT00000023569.7	ENSRNOG00000017443	protein_coding	Tmem87b
ENSRNOT00000061727.3	ENSRNOG00000040128	protein_coding	Cd209a
ENSRNOT00000060410.4	ENSRNOG00000008741	protein_coding	Camsap2
ENSRNOT00000091015.1	ENSRNOG00000008741	protein_coding	Camsap2
ENSRNOT00000017239.7	ENSRNOG00000012803	protein_coding	Wdr61
ENSRNOT00000090439.1	ENSRNOG00000012803	protein_coding	Wdr61
ENSRNOT00000055226.1	ENSRNOG00000045808	protein_coding	Olr95
ENSRNOT00000089179.1	ENSRNOG00000013603	protein_coding	Dffa
ENSRNOT00000059522.2	ENSRNOG00000013603	protein_coding	Dffa
ENSRNOT00000009542.5	ENSRNOG00000006957	protein_coding	Gria4
ENSRNOT00000081171.1	ENSRNOG00000006957	protein_coding	Gria4
ENSRNOT00000078765.1	ENSRNOG00000006957	protein_coding	Gria4
ENSRNOT00000047309.4	ENSRNOG00000032642	protein_coding	Actl11
ENSRNOT00000080204.1	ENSRNOG00000058362	snRNA	U4
ENSRNOT00000036061.7	ENSRNOG00000023993	protein_coding	Kif1a
ENSRNOT00000011158.5	ENSRNOG00000008374	protein_coding	Nipsnap1
ENSRNOT00000077155.1	ENSRNOG00000061541	snRNA	U6
ENSRNOT00000002579.5	ENSRNOG00000001884	protein_coding	Ranbp1
ENSRNOT00000088633.1	ENSRNOG00000058689	snoRNA	SNORA17
ENSRNOT00000012187.6	ENSRNOG00000009191	protein_coding	Ccm2l
ENSRNOT00000086840.1	ENSRNOG00000058175	snoRNA	SNORA44
ENSRNOT00000027539.7	ENSRNOG00000020317	protein_coding	RGD1307752
ENSRNOT00000080873.1	ENSRNOG00000053656	protein_coding	LOC690020
ENSRNOT00000084205.1	ENSRNOG00000058631	snoRNA	SNORD113
ENSRNOT00000090519.1	ENSRNOG00000015852	protein_coding	Arhgap35
ENSRNOT00000021223.4	ENSRNOG00000015852	protein_coding	Arhgap35
ENSRNOT00000068160.2	ENSRNOG00000042206	protein_coding	LOC100912252
ENSRNOT00000066098.3	ENSRNOG00000009980	protein_coding	Plpp1
ENSRNOT00000065710.3	ENSRNOG00000024125	protein_coding	Slain1
ENSRNOT00000045837.5	ENSRNOG00000010534	protein_coding	Ankrd50
ENSRNOT00000083616.1	ENSRNOG00000055388	snRNA	U6
ENSRNOT00000081203.1	ENSRNOG00000055241	pseudogene	AABR07053500.1
ENSRNOT00000091426.1	ENSRNOG00000052616	snoRNA	SNORA61
ENSRNOT00000009248.4	ENSRNOG00000006889	protein_coding	Ambp
ENSRNOT00000072681.1	ENSRNOG00000048224	miRNA	AABR07035224.1
ENSRNOT00000032163.5	ENSRNOG00000010626	protein_coding	Sphk1
ENSRNOT00000088457.1	ENSRNOG00000010626	protein_coding	Sphk1
ENSRNOT00000079080.1	ENSRNOG00000010626	protein_coding	Sphk1
ENSRNOT00000083593.1	ENSRNOG00000010626	protein_coding	Sphk1
ENSRNOT00000017213.7	ENSRNOG00000012880	protein_coding	Tti1
ENSRNOT00000080582.1	ENSRNOG00000051992	snoRNA	SNORA48
ENSRNOT00000090743.1	ENSRNOG00000061307	snoRNA	SNORD115
ENSRNOT00000013869.7	ENSRNOG00000010408	protein_coding	Polr2k
ENSRNOT00000083615.1	ENSRNOG00000058173	pseudogene	AABR07041949.1
ENSRNOT00000035017.6	ENSRNOG00000025406	protein_coding	Iqgap2
ENSRNOT00000091829.1	ENSRNOG00000060889	snRNA	U6
ENSRNOT00000074309.2	ENSRNOG00000050847	protein_coding	AABR07027902.1
ENSRNOT00000084952.1	ENSRNOG00000057748	snoRNA	SNORA29
ENSRNOT00000021435.5	ENSRNOG00000015928	protein_coding	Dhx35
ENSRNOT00000084866.1	ENSRNOG00000015928	protein_coding	Dhx35
ENSRNOT00000086139.1	ENSRNOG00000059972	snoRNA	SNORA17
ENSRNOT00000000018.7	ENSRNOG00000000017	protein_coding	Steap1
ENSRNOT00000009135.4	ENSRNOG00000006978	protein_coding	Mterf2
ENSRNOT00000022127.5	ENSRNOG00000016498	pseudogene	AABR07004112.1
ENSRNOT00000078229.1	ENSRNOG00000056917	snRNA	U1
ENSRNOT00000015904.2	ENSRNOG00000011963	protein_coding	Tas2r119
ENSRNOT00000075035.2	ENSRNOG00000046181	protein_coding	Anks4b
ENSRNOT00000029228.6	ENSRNOG00000005802	protein_coding	Usp24
ENSRNOT00000082189.1	ENSRNOG00000056924	snoRNA	SNORA17
ENSRNOT00000073385.2	ENSRNOG00000050693	protein_coding	LOC102551679
ENSRNOT00000071113.1	ENSRNOG00000047530	pseudogene	AABR07052795.3
ENSRNOT00000009724.7	ENSRNOG00000007325	protein_coding	Usp28
ENSRNOT00000067420.4	ENSRNOG00000007325	protein_coding	Usp28
ENSRNOT00000004463.8	ENSRNOG00000003242	protein_coding	Gulp1
ENSRNOT00000065212.3	ENSRNOG00000003242	protein_coding	Gulp1
ENSRNOT00000085908.1	ENSRNOG00000003242	protein_coding	Gulp1
ENSRNOT00000077478.1	ENSRNOG00000055548	misc_RNA	7SK
ENSRNOT00000008964.4	ENSRNOG00000006500	protein_coding	Snf8
ENSRNOT00000074929.1	ENSRNOG00000047742	miRNA	AABR07072644.1
ENSRNOT00000006018.3	ENSRNOG00000004337	protein_coding	Fam20b
ENSRNOT00000033940.4	ENSRNOG00000021745	protein_coding	Bhlhe22
ENSRNOT00000042688.2	ENSRNOG00000032825	protein_coding	Rpl30
ENSRNOT00000078591.1	ENSRNOG00000056657	snoRNA	SNORD62
ENSRNOT00000082107.1	ENSRNOG00000060753	protein_coding	Esyt1
ENSRNOT00000084653.1	ENSRNOG00000061413	misc_RNA	7SK
ENSRNOT00000042079.4	ENSRNOG00000012873	protein_coding	Gfm1
ENSRNOT00000017608.6	ENSRNOG00000012873	protein_coding	Gfm1
ENSRNOT00000037844.3	ENSRNOG00000023896	protein_coding	Dusp6
ENSRNOT00000022000.4	ENSRNOG00000016166	protein_coding	Pdlim1
ENSRNOT00000091785.1	ENSRNOG00000052401	snRNA	U6
ENSRNOT00000028591.6	ENSRNOG00000021056	protein_coding	Kcnj14
ENSRNOT00000081395.1	ENSRNOG00000008124	protein_coding	Ints8
ENSRNOT00000010789.7	ENSRNOG00000008124	protein_coding	Ints8
ENSRNOT00000023856.5	ENSRNOG00000017720	protein_coding	Mxd1
ENSRNOT00000066254.3	ENSRNOG00000005375	protein_coding	RGD1564053
ENSRNOT00000085367.1	ENSRNOG00000056632	lincRNA	AABR07030568.6
ENSRNOT00000012385.4	ENSRNOG00000009269	protein_coding	Cga
ENSRNOT00000007471.6	ENSRNOG00000005223	protein_coding	Hnmt
